Tipo de material;Meio de divulgação;Entidade;Tipo de organização;Autor;Título;Palavras-chave ou descritores;Ano da produção;Ano da publicação;Edição;Local de publicação;Editora;Número de páginas/minutos;Disponível em;ISBN;ISSN
livro;site;Instituto Federal de Santa Catarina;governamental;Alencar, José de;Iracema : lenda do Ceará;Romance brasileiro  - Literatura brasileira;;2011;38 ed;São Paulo;Ática;127;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Grupioni, Luís Donisete Benzi;Juntos na aldeia;Índios da América do Sul - Brasil  - Índios - Literatura infantojuvenil ;;2012;5 ed;São Paulo;Berlendis & Vertecchia;47;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Maria Dorothea Post Darella (org);Kófa ag jykre : aprendendo com os anciões;Índios - Educação  - Língua Kaingáng  - Índios Kaingang  - Índios Guarani  -  Professores indígenas;;2018;;Florianópolis ;;152;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Maria Dorothea Post Darella (org);Kófa ag jykre : aprendendo com os anciões: caderno de relatos pedagógicos de professores Kaingang e Guarani do oeste de Santa Catarina ;Educação indígena  - Professores indígenas  - Índios Kaingang  - Índios Guarani  - Alimentação Kaingang  - Brasil - Índios - História;;2018;;Florianópolis ;;168;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental;Ortiz , Fabiola;Linguas do eu sozinho [periodicos] : idiomas indigenas com poucos ou apenas im falante correm o risco de extinçao.;MULTILINGUISMO;;2011;n. 68, v. 5;;Língua Portuguesa ;22-25;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Mirian Marcos Tsibodowapré, coordenadora;Natyseño : a trajetória, luta e conquistas das mulheres indígenas;Mulheres indígenas - Brasil  - Índios - Usos e costumes  - Cultura Indígena  -  Índios da América do Sul - Brasil;;2006;;Belo Horizonte;FALE/UFMG;101;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Andrade, Tânia Maria de;O Brasil indígena : um contexto amplo e diversificado;Brasil - História  - Índios da América do Sul - Brasil;;2011;;João Pessoa;Grafset;83;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Munduruku, Daniel;O caráter educativo do movimento indígena brasileiro : (1970-1990);Índios - Educação - Brasil  - Índios - Condições sociais - Brasil  - Povos indígenas - Brasil  - Povos indígenas - Cultura - Povos indígenas - Educação - Povos indígenas - História  -  Índios da América do Sul - Educação - Brasil - Índios da América do Sul - Brasil - Condições sociais;;2012;;São Paulo;Paulinas;230;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Ribeiro, Berta G. ;O índio na cultura brasileira ;Indios da América do Sul - Brasil  - Etnobiologia - Brasil  - Brasil - Civilização - Influencias indígenas ;;2013;;Rio de Janeiro;Fundação Darcy Ribeiro;187;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental;Carvalho, Ricardo;O indio, por ele mesmo [periodicos] : projeto da a grupos indigenas meios de produzir suas narrativas e preservar suas tradiçoes;Reportagem - índios;;2010;n 47;;Carta na escola ;56-59;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Pimentel, Spency ;O índio que mora na nossa cabeça : sobre as dificuldades para entender os povos indígenas;Índios da América do Sul - Brasil  - Brasil - Índios - História;;2012;;São Paulo;Prumo;88;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental;Amaral, Sérgio P. de ;O pensamento selvagem de Lévi-Strauss : O pensador francês revolucionou a maneira de estudar a humanidade. Em vez de comparar tribos indígenas com homem branco ocidenal, como se fazia, ele procurou (e encontrou) semelhança entre povos ;REPORTAGENS;;2003;v 192;;Super interessante ;79;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental;Pimentel, Spensy;O pior dos Mundos [periódico] : situação em Altamira põe a nu uma deficiência: ainda não conseguimos incluir os indígenas no debate nacional de forma efetiva;Geografia - Brasil  - Índios ;;2013;n 77;;Carta na escola ;50-53;http://biblioteca.ifsc.edu.br/index.html;;.
Vídeo;site;Instituto Federal de Santa Catarina;governamental;direção Cassemiro Vitorino, Ilka Goldschmidt;O ritual Kiki da resistência Kaingang ;Índios Kaingáng - Usos e costumes  - Índios Kaingang - Chapecó (SC)  - Documentário (Cinema);;2011;;Chapecó, SC;Margot Produções;34 min;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Munduruku, Daniel;O segredo da chuva ;Literatura infantojuvenil  - Indígenas - Cultura  - Literatura brasileira;;2014;;São Paulo;Ática;63;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental;Silva, Jorge Kleber Teixeira;Os direitos das populações indígenas e a soberania nacional [periódico] : a demarcação das terras indígenasna região da Raposa Serra do Sol, em Roraima;Responsabilidade socioambiental;;2010;n 31;;Conhecimento prático geografia ;21-31;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental;Bonfim, Evandro ;Os idiomas assobiados [periódico] : mais sobre as línguas assobiadas de indígenas brasileiros;Povos indígenas;;2012;n 85;;Língua Portuguesa;18-23;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Boulos Jr., Alfredo;Os indígenas antes e depois de Cabral;Índios da América do Sul - Brasil  - Índios da América do Sul - Brasil - História;;2000;;São Paulo ;FTD;32;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Santos, Sílvio Coelho dos;Os povos indígenas e a constituinte ;Constituinte  - Índios  - Politica indigenista;;1989;;Florianópolis ;Ed. da UFSC;83;http://biblioteca.ifsc.edu.br/index.html;;.
monografia;site;Instituto Federal de Santa Catarina;governamental;Southgate, Alice Nogueira Novaes;Perspectiva de um PROJA indígina para os guarani M'bya de Santa Catarina;Proeja indígena  - Educação escolar indígena  - Guarani M`bya ;;2011;;;IFSC;62;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Leite, Márcia;Poeminhas da terra ;Literatura infantojuvenil ;;2016;;São Paulo;Pulo do gato;29;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Maria Aparecida Bergamaschi, Maria Isabel Habckost Dalla Zen, Maria Luisa Merino de Freitas Xavier (organizadoras);Povos indígenas e educação ;Índios - Educação - Brasil - Escolas indígenas - Brasil  - Escolas indígenas - Brasil - Currículos  - Índios da América do Sul - Educação - Brasil;;2012;;Porto Alegre;Mediação;199;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Ana Elisa de Castro Freitas, Luis Fernando Caldas Fagundes (Orgs.). ;Povos indígenas na bacia hidrográfica do Lago Guaíba : Porto Alegre, Rio Grande do Sul, Brasil;Povos indígenas  - Bacia Hidrografica do Lago Guaíba  - RIO GRANDE DO SUL-HISTÓRIA;;2008;;Porto Alegre;Editoras Associadas;198;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Centro Ecumênico de Documentação e Informação (São Paulo);Povos indígenas no Brasil 1987/88/89/90 ;Índios-Brasil ;;1991;;São Paulo;CEDI;592;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Nelson Gomes de Oliveira, Geovana Paulo Santiago, Professores da Escola Indígena Xacriabá na Aldeia Imbaúba, organizadores. ;Revelando os conhecimentos;Literatura infanto-juvenil - Escritores indígenas  - Índios Xacriabá - Minas Gerais  - Literatura indígena - Brasil  - Índios da América do Sul - Brasil;;2005;;Belo Horizonte;Cipó Voador;49;http://biblioteca.ifsc.edu.br/index.html;;.
áudio;site;Instituto Federal de Santa Catarina;governamental;Brasil. Ministério da Educação;Salto para o futuro 47 [recurso eletrônico] : escola e povos indígenas no Brasil - parte I;Educação Étnico-Racial  - Educação ;;2004;;Brasília;MEC;1 CD-ROM;http://biblioteca.ifsc.edu.br/index.html;;.
áudio;site;Instituto Federal de Santa Catarina;governamental;Brasil. Ministério da Educação ;Salto para o futuro 48 [recurso eletrônico] : escola e povos indígenas no Brasil - parte II ;Educação Étnico-Racial  - Educação ;;2004;;Brasília;MEC;1 CD-ROM;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Piazza, Walter F. (Walter Fernando) ;Santa Catarina : história da gente : 2º grau e pré-vestibular;Santa Catarina - História  - Índigenas catarinenses  - POVOAMENTO AÇORIANO ;;2001;;Florianópolis ;Lunardelli;261;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;organização de Luiza Garnelo, Ana Lúcia Pontes. ;Saúde indígena : uma introdução ao tema;Povos indígenas  - Política de saúde - Educação escolar indígena;;2012;;Brasil ;UNESCO;296;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental;;Sob o cuidado dos novos técnicos : iniciativa pioneira de formação de indígenas os legitima como agentes políticos nas comunidades do Rio Negro;;;2015;;;Revista RET-SUS ;;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;RAMOS, Alcida Rita;Sociedades indígenas ;Trabalho  - Religião - TRIBO  - Posse da terra  - Relações sociais  - Controle social  - Feitiçaria  - Messianismo  -  XAMANISMO;;1995;;São Paulo;Ática;96;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental; Sílvio Coelho dos Santos ...[et al.] organizadores. ;Sociedades indígenas e o direito : uma questão de direitos humanos;Direitos humanos  - Índios -  Sociedades indígenas;;1985;;Florianópolis ;Ed. da UFSC;184;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Betty Mindlin e narradores indígenas;Terra grávida;Índios da América do Sul - Brasil - Índios da América do Sul - Lendas - Índios da América do Sul - Religião e mitologia;;2012;;Rio de Janeiro;Record;279;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Moreira, Roberto José ;Terra, poder e território ;Geografia agrária  - Desenvolvimento rural  - Desenvolvimento territorial - Lutas camponesas indígenas  - Lutas camponesas - América Latina  - Lutas camponesas - África  -  Reforma agrária - geopolítica -  Agricultura familiar - Brasil ;;2007;;São Paulo;Expressão Popular;360;http://biblioteca.ifsc.edu.br/index.html;;.
Periódico;site;Instituto Federal de Santa Catarina;governamental; Giovani José da Silva;Todo dia é dia de índio [periódico] : Reconhecer a participação dos indígenas em eventos históricos e na cultura do páis é uma boa forma de integração;Educação - etnia - índios ;;2012;n 82;;Revista de história da Biblioteca Nacional;76-81;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Alencar, José de;Ubirajara ;Literatura brasileira  - Romance brasileiro;;2007;18 ed;São Paulo;Ática;94;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Santo, Maria Inez do Espírito ;Vasos sagrados : mitos indígenas brasileiros e o encontro com o feminino;Indios América do Sul - Brasil  - Lendas - Brasil;;2010;;Rio de Janeiro;Rocco;239;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Luis Donisete Benzi Grupioni;Viagem ao mundo indígena;Índios da América do Sul  - Literatura infantojuvenil  - Povos indígenas - Brasil;;2004;;São Paulo;Berlendis & Vertecchia;47;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Instituto Federal de Santa Catarina;governamental;Pedroso, Regina Célia;Violência e cidadania no Brasil : 500 anos de exclusão;Violência - Brasil  - Violência social - Chacinas  - VIOLÊNCIA-EXCLUÍDOS - Direitos da mulher  - Nações indígenas-Ameaça  -  Realidade atual  - Cidadania;;2003;;São Paulo;Ática;96;http://biblioteca.ifsc.edu.br/index.html;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Hans Staden;Brasil histórico e geográfico;Brasil -- História- geografia -- Descrições e viagens;;19--;V.1;São Paulo;CODIL;123;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Bastos, Angela;Cafuzos seguem Zumbi e herdam o contestado;Sociologia - Etnias;;;;;Diario Catarinense;26-28;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;;Cultura indígena em exposição no museu;Uber, Robert - Centro Universitário de Jaraguá do Sul - Azevedo, Marle Feder - Dia do índio - Correia, Maria de Fátima Faria;;14/04/2005;;Jaraguá do Sul;Editora do Vale;9;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Leal, Pedro;Cultura vai além dos apetrechos : Cacique afirma que ambiente e ferramentas podem mudar, mas costumes continuam sem interferência;Centro Universitário - Católica de Santa Catarina - Dia do índio;;19/04/2012;;Jaraguá do Sul;O Correio do Povo;17;http://app.catolicasc.org.br/imagens_biblio/000027/00002719.jpg;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Radünz, Dennis;Dia do indio do desdem da desdita;Cultura - Índios;;;;;A Noticia;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Bastos, Angela;O índio do sul que virou príncipe.;Índios- Brasil ;;;;;Diario Catarinense;32;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Wolkmer, Antônio Carlos;Direito e justica na América Indígena : da conquista a colonização;Direito -- Índio -- América Latina;;1998;;Porto Alegre;Livraria do Advogado;242;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Oliveira, Roberto Cardoso de,;Do índio ao bugre : o processo de assimilação dos Terêna;Aculturação - Brasil -- etnologia - Terêna -- índios brasileiros;;1976;2. ed.;Rio de Janeiro;F. Alves;152;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Albissú, Nelson;É difícil de entender, vô!;Morte -- Literatura infanto-juvenil;;1993;10.ed.;São Paulo;Atual;68;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Silva, Giovani José da;Histórias e culturas indígenas na Educação Básica;Ciências Biológicas e Naturais;;20--;;;Editora Autêntica;162;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Lessa, Orígenes,;O índio cor de rosa : evocação de Noel Nutels;Contos brasileiros;;1980;;Rio de Janeiro;Codecri;159;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Ribeiro, Berta G.;O índio na história do Brasil ;Índios da América do Sul -- Brasil -- História;;2011;12.ed.;São Paulo ;Global;143;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Santos, Sílvio Coelho dos;A integração do índio na sociedade regional : a função dos postos indígenas em Santa Catarina;Índios da América do Sul -- Santa Catarina;;1970;;Florianopolis;UFSC;138;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;;Legislação sobre o índio;Índios da América do Sul -- Brasil -- Estatuto legal, leis, etc.;;2013;;Brasília ;Edições Câmara;198;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Walde-Mar de Andrade e Silva;Lendas e mitos dos índios brasileiros;Folclore -- Brasil -- Literatura infanto-juvenil - Índios brasileiros -- literatura folclórica -- Literatura infanto-juvenil - Lendas -- Literatura infanto-juvenil;;1997;;São Paulo;FTD;63;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Jacques Gauthier| Reinaldo Matias Fleuri| Beleni Saléte Grando (org.);Uma Pesquisa sociopoética : o índio, o negro e o branco no imaginário de pesquisadores da área de educação;Pesquisa -- aspectos sociais - Sociedade e Educação - Sociologia educacional;;2001;v. 3;Florianopolis;UFSC. CCE (NUP);119;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Sanders, William T.;Pré-história do Novo Mundo : arqueologia do índio americano ;Índios americanos -- história;;1971;;Rio de Janeiro;Zahar;188;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Comissão Pró-Índio;A Questão da emancipação;Índios da América do Sul -- Brasil;;1979;1. ed.;São Paulo;Global;92;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Zimmermann, Charles;Ser índio no mundo atual ;Crônicas;;2009;;;Correio do Povo;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Catharino, José Martins;Trabalho índio em terras da Vera Cruz ou Santa Cruz e do Brasil : tentativa de resgate ergonlógico;Usos e costumes - Índios da América do Sul -- Brasil -- História  ;;1995;;Rio de Janeiro;Salamandra;628;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Vianna, Andruz;Um índio é tão bom quanto o outro;Centro Universitário de Jaraguá do Sul - Dia do índio;;2005;;;Correio do Povo;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Guedes, Hardy,;Xakxó : a lenda do fogo;Índios brasileiros -- literatura folclórica -- Literatura infanto-juvenil - Folclore -- Brasil -- Literatura infanto-juvenil;;1997;2.ed;Curitiba ;HGF;21;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Marcelo, Claudia;Acervo indigena;Arqueologia - História - Índios;;;;;Diario Catarinense, Caderno Variedades,;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;site;Centro Universitario Catolica de Santa Catarina;governamental;Higa, Antonio;Achado indica presenca indigena em Ibira;Arqueologia  - Ibira;;;;São Paulo;O Estado de Sao Paulo, Cidades,;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Schaden, Egon;Aculturação indígena;Cultura indígena - Índios -- Brasil -- Religião ;;1969;;São Paulo;Pioneira;333;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;;Antropologo faz etnografia para criancas;Literatura - Questao indigena - Etnologia ;;;;São Paulo;Folha de Sao Paulo, Ilustrada,;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;;Armas de fogo entre indios preocupam;Questao social - Questao indigena - Armas de fogo;;;;Santa Catarina;Diario Catarinense;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Namem, Alexandro Machado;Botocudo : uma historia do contato;Antropologia - Índios da América do Sul -- Brasil - Etnologia - INDIOS - SANTA CATARINA - IBIRAMA - AREA INDIGENA - BOTOCUDOS - INDIOS - KAINGANG - INDIOS - GUARANI - INDIOS;;1994;;Florianopolis;Ed. UFSC| Ed. FURB;111;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;;Cientistas analisam a questao indigena no litoral;Etnologia - Índios - Santa Catarina ;;;;Santa Catarina;A Noticia, Geral;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Pereira, Pablo;Cientistas procuram lingua-mae dos indios;Cultura - Lingua indigena;;;;;O Estado de Sao Paulo, Ciencia e tecnologia,;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Novaes, Washington;A crise das cidades e os indios;Urbanização - Questao indigena;;;;;Gazeta Mercantil, Caderno A,;1;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Betty Mindlin;Crônicas despidas e vestidas;Ciências Sociais;;;;;Contexto;218;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Texto;Jornal;Centro Universitario Catolica de Santa Catarina;governamental;Paim, Paulo Edson;Cultura perpetuada nas cidades : denominacao com varias definicoes;KAINGANGUE - XOKLENGUE - Índios - Santa Catarina - LINGUAGEM INDIGENA - Origem - Cidades e vilas;;;;Santa Catarina;Diario Catarinense,;2;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
Periódico;site;Centro Universitario Catolica de Santa Catarina;governamental;;Cultura e Pensamento;Conteúdo parcial : n.01. A questão indígena brasileira em meio à crise climática mundial;;;;Brasília ;Ministério da Cultura;22;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Branco, Samuel Murgel,;Curupira e o equilíbrio da natureza;Folclore -- Brasil -- Literatura infanto-juvenil - Preservação da natureza -- Literatura infanto-juvenil;;1993;2.ed.;São Paulo;Moderna;16;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;adaptação Maria Thereza Cunha de Giacomo ;O curupira : lenda indígena ;Folclore -- Brasil -- Literatura infanto-juvenil;;1975;;São Paulo;Melhoramentos;16;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Castro, Ana Luiza de Azevedo (Indigena do Ipiranga);D. Narcisa de Villar : legenda do tempo colonial;Ficção brasileira  - Literatura catarinense;;1990;;Florianopolis;Editora Sem Prelo;87;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Ribeiro, Berta G.;Dicionário do artesanato indígena;Artesanato -- Brasil -- dicionários - Índios da América do Sul -- Brasil -- artesanatos;;1988;;São Paulo;EdUSP;345;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Antonio Carlos Wolkmer  ;Direito e justica na América Indígena : da conquista a colonização;Direito -- Índio -- América Latina;;1998;;Porto Alegre;Livraria do Advogado;242;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
artigo científico;site;Centro Universitario Catolica de Santa Catarina;governamental;Marçal, José Antonio;Educação escolar das relações étnico-raciais : história e cultura afro-brasileira e indígena no Brasil ;Educação escolar -Relações étnico-raciais -Povos afro-brasileiros -- Brasil -- História e cultura - Povos indígenas -- Brasil -- História e cultura - Livros eletrônicos;;2015;;Curitiba;Intersaberes;7;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
artigo científico;site;Centro Universitario Catolica de Santa Catarina;governamental;Wittmann, Luísa Tombini (Org);Ensino (d)e história indígena ;Índios da América do Sul -- Brasil - Índios -- Educação - Índios -- História - Livros eletrônicos;;2015;;Belo Horizonte ;Autêntica;;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Terra, Newton Luiz;Envelhecimento e suas múltiplas áreas do conhecimento;Medicina e Saúde;;;;Rio Grande do Sul;EdiPUC-RS;228;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Lanznaster, Roberto;A flauta mágica;Índios brasileiros -- literatura folclórica -- Literatura infanto-juvenil - Mitologia -- Literatura infanto-juvenil;;2005;;Rio de Janeiro;Kroart;120;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
livro;site;Centro Universitario Catolica de Santa Catarina;governamental;Silva, Giovani José da;Histórias e culturas indígenas na Educação Básica;Ciências Biológicas e Naturais;;20--;;;Editora Autêntica;162;https://app.catolicasc.org.br/pergamum/biblioteca/index.php?_ga=2.113906631.1577515654.1558967513-2081657288.1558111999;;.
